birdid,bird,latin,flags,sighting_time,bird_type,order,family,In Sibley,Remove,Family Rank
123,Broad-billed Hummingbird,Cynanthus latirostris,,,"Hummingbirds, Swifts, & Tree Swallows",TROCHILIFORMES,ÊTrochilidae,,,
124,White-eared Hummingbird,Hylocharis leucotis,,,"Hummingbirds, Swifts, & Tree Swallows",TROCHILIFORMES,ÊTrochilidae,,,
125,Berylline Hummingbird,Amazilia beryllina,,,"Hummingbirds, Swifts, & Tree Swallows",TROCHILIFORMES,ÊTrochilidae,,,
126,Cinnamon Hummingbird,Amazilia rutila,,,"Hummingbirds, Swifts, & Tree Swallows",TROCHILIFORMES,ÊTrochilidae,,,
127,Buff-bellied Hummingbird,Amazilia yucatanensis,,,"Hummingbirds, Swifts, & Tree Swallows",TROCHILIFORMES,ÊTrochilidae,,,
128,Violet-crowned Hummingbird,Amazilia violiceps,,,"Hummingbirds, Swifts, & Tree Swallows",TROCHILIFORMES,ÊTrochilidae,,,
129,Blue-throated Hummingbird,Lampornis clemenciae,,,"Hummingbirds, Swifts, & Tree Swallows",TROCHILIFORMES,ÊTrochilidae,,,
130,Magnificent Hummingbird,Eugenes fulgens,,,"Hummingbirds, Swifts, & Tree Swallows",TROCHILIFORMES,ÊTrochilidae,,,
131,Lucifer Hummingbird,Calothorax lucifer,,,"Hummingbirds, Swifts, & Tree Swallows",TROCHILIFORMES,ÊTrochilidae,,,
132,Ruby-throated Hummingbird,Archilochus colubris,,,"Hummingbirds, Swifts, & Tree Swallows",TROCHILIFORMES,ÊTrochilidae,,,
133,Black-chinned Hummingbird,Archilochus alexandri,,,"Hummingbirds, Swifts, & Tree Swallows",TROCHILIFORMES,ÊTrochilidae,,,
134,Anna's Hummingbird,Calypte anna,,,"Hummingbirds, Swifts, & Tree Swallows",TROCHILIFORMES,ÊTrochilidae,,,
135,Costa's Hummingbird,Calypte costae,,,"Hummingbirds, Swifts, & Tree Swallows",TROCHILIFORMES,ÊTrochilidae,,,
136,Calliope Hummingbird,Stellula calliope,,,"Hummingbirds, Swifts, & Tree Swallows",TROCHILIFORMES,ÊTrochilidae,,,
137,Broad-tailed Hummingbird,Selasphorus platycercus,,,"Hummingbirds, Swifts, & Tree Swallows",TROCHILIFORMES,ÊTrochilidae,,,
138,Rufous Hummingbird,Selasphorus rufus,,,"Hummingbirds, Swifts, & Tree Swallows",TROCHILIFORMES,ÊTrochilidae,,,
139,Allen's Hummingbird,Selasphorus sasin,Breeding endemic,,"Hummingbirds, Swifts, & Tree Swallows",TROCHILIFORMES,ÊTrochilidae,,,
140,Barn Owl,Tyto alba,,,Owls,STRIGIFORMES,ÊTytonidae,,,
141,Flammulated Owl,Otus flammeolus,,,Owls,STRIGIFORMES,ÊStrigidae,,,
142,Western Screech-Owl,Otus kennicottii,,,Owls,STRIGIFORMES,ÊStrigidae,,,
143,Eastern Screech-Owl,Otus asio,,,Owls,STRIGIFORMES,ÊStrigidae,,,
144,Whiskered Screech-Owl,Otus trichopsis,,,Owls,STRIGIFORMES,ÊStrigidae,,,
145,Great Horned Owl,Bubo virginianus,,,Owls,STRIGIFORMES,ÊStrigidae,,,
146,Snowy Owl,Nyctea scandiaca,,,Owls,STRIGIFORMES,ÊStrigidae,,,
147,Spotted Owl,Strix occidentalis,,,Owls,STRIGIFORMES,ÊStrigidae,,,
148,Barred Owl,Strix varia,,,Owls,STRIGIFORMES,ÊStrigidae,,,
149,Great Grey Owl,Strix nebulosa,,,Owls,STRIGIFORMES,ÊStrigidae,,,
150,Northern Hawk Owl,Surnia ulula,,,Owls,STRIGIFORMES,ÊStrigidae,,,
151,Northern Pygmy-Owl,Glaucidium californicum,,,Owls,STRIGIFORMES,ÊStrigidae,,,
152,Mountain Pygmy-Owl,Glaucidium gnoma,,,Owls,STRIGIFORMES,ÊStrigidae,,,
153,Ferruginous Pygmy-Owl,Glaucidium brasilianum,,,Owls,STRIGIFORMES,ÊStrigidae,,,
154,Elf Owl,Micrathene whitneyi,,,Owls,STRIGIFORMES,ÊStrigidae,,,
155,Burrowing Owl,Speotyto cunicularia,,,Owls,STRIGIFORMES,ÊStrigidae,,,
156,Boreal Owl,Aegolius funereus,,,Owls,STRIGIFORMES,ÊStrigidae,,,
157,Saw-whet Owl,Aegolius acadicus,,,Owls,STRIGIFORMES,ÊStrigidae,,,
158,Stygian Owl,Asio stygius,,,Owls,STRIGIFORMES,ÊStrigidae,,,
159,Long-eared Owl,Asio otus,,,Owls,STRIGIFORMES,ÊStrigidae,,,
160,Short-eared Owl,Asio flammeus,,,Owls,STRIGIFORMES,ÊStrigidae,,,
161,Lesser Nighthawk,Chordeiles acutipennis,,,Owls,STRIGIFORMES,ÊCaprimulgidae,,,
162,Common Nighthawk,Chordeiles minor,,,Owls,STRIGIFORMES,ÊCaprimulgidae,,,
163,Antillean Nighthawk,Chordeiles gundlachii,,,Owls,STRIGIFORMES,ÊCaprimulgidae,,,
164,Pauraque,Nyctidromus albicollis,,,Owls,STRIGIFORMES,ÊCaprimulgidae,,,
165,Common Poorwill,Phalaenoptilus nuttallii,,,Owls,STRIGIFORMES,ÊCaprimulgidae,,,
166,Chuck-will's-widow,Caprimulgus carolinensis,,,Owls,STRIGIFORMES,ÊCaprimulgidae,,,
167,Buff-collared Nightjar,Caprimulgus ridgwayi,,,Owls,STRIGIFORMES,ÊCaprimulgidae,,,
168,Whip-poor-will,Caprimulgus vociferus,,,Owls,STRIGIFORMES,ÊCaprimulgidae,,,
169,COLUMBIFORMES: Columbidae,,,,,,,,,
170,Rock Dove,Columba livia,Introduced species,,"Pigeons, Doves, & Dodo Birds",COLUMBIFORMES,ÊColumbidae,,,
171,White-crowned Pigeon,Columba leucocephala,,,"Pigeons, Doves, & Dodo Birds",COLUMBIFORMES,ÊColumbidae,,,
172,Red-billed Pigeon,Columba flavirostris,,,"Pigeons, Doves, & Dodo Birds",COLUMBIFORMES,ÊColumbidae,,,
173,Spotted Dove,Streptopelia chinensis,Introduced species,,"Pigeons, Doves, & Dodo Birds",COLUMBIFORMES,ÊColumbidae,,,
174,Eurasian Collared-Dove,Streptopelia decaocto,Introduced species,,"Pigeons, Doves, & Dodo Birds",COLUMBIFORMES,ÊColumbidae,,,
175,Passenger Pigeon,Ectopistes migratorius,,,"Pigeons, Doves, & Dodo Birds",COLUMBIFORMES,ÊColumbidae,,,
176,Mourning Dove,Zenaida macroura,,,"Pigeons, Doves, & Dodo Birds",COLUMBIFORMES,ÊColumbidae,,,
177,Zenaida Dove,Zenaida aurita,,,"Pigeons, Doves, & Dodo Birds",COLUMBIFORMES,ÊColumbidae,,,
178,White-winged Dove,Zenaida asiatica,,,"Pigeons, Doves, & Dodo Birds",COLUMBIFORMES,ÊColumbidae,,,
179,Inca Dove,Columbina inca,,,"Pigeons, Doves, & Dodo Birds",COLUMBIFORMES,ÊColumbidae,,,
180,Common Ground-Dove,Columbina passerina,,,"Pigeons, Doves, & Dodo Birds",COLUMBIFORMES,ÊColumbidae,,,
181,White-tipped Dove,Leptotila verreauxi,,,"Pigeons, Doves, & Dodo Birds",COLUMBIFORMES,ÊColumbidae,,,
182,Sandhill Crane,Grus canadensis,,,"Waterfowl, Cranes, & Rails",GRUIFORMES,ÊGruidae,,,
183,Demoiselle Crane,Grus virgo,Introduced species,,"Waterfowl, Cranes, & Rails",GRUIFORMES,ÊGruidae,,,
184,Whooping Crane,Grus americana,,,"Waterfowl, Cranes, & Rails",GRUIFORMES,ÊGruidae,,,
185,Limpkin,Aramus guarauna,,,"Waterfowl, Cranes, & Rails",GRUIFORMES,ÊAramidae,,,
186,Yellow Rail,Coturnicops noveboracensis,,,"Waterfowl, Cranes, & Rails",GRUIFORMES,ÊRallidae,,,
187,Black Rail,Laterallus jamaicensis,,,"Waterfowl, Cranes, & Rails",GRUIFORMES,ÊRallidae,,,
188,Clapper Rail,Rallus longirostris,,,"Waterfowl, Cranes, & Rails",GRUIFORMES,ÊRallidae,,,
189,King Rail,Rallus elegans,,,"Waterfowl, Cranes, & Rails",GRUIFORMES,ÊRallidae,,,
190,Virginia Rail,Rallus limicola,,,"Waterfowl, Cranes, & Rails",GRUIFORMES,ÊRallidae,,,
191,Sora,Porzana carolina,,,"Waterfowl, Cranes, & Rails",GRUIFORMES,ÊRallidae,,,
192,Purple Swamphen,Porphyrio porphyrio,Introduced species,,"Waterfowl, Cranes, & Rails",GRUIFORMES,ÊRallidae,,,
193,Purple Gallinule,Porphyrio martinicus,,,"Waterfowl, Cranes, & Rails",GRUIFORMES,ÊRallidae,,,
194,Common Moorhen,Gallinula chloropus,,,"Waterfowl, Cranes, & Rails",GRUIFORMES,ÊRallidae,,,
195,American Coot,Fulica americana,,,"Waterfowl, Cranes, & Rails",GRUIFORMES,ÊRallidae,,,
196,Caribbean Coot,Fulica caribaea,,,"Waterfowl, Cranes, & Rails",GRUIFORMES,ÊRallidae,,,
197,American Woodcock,Scolopax minor,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
198,Common Snipe,Gallinago gallinago,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
199,Hudsonian Godwit,Limosa haemastica,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
200,Marbled Godwit,Limosa fedoa,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
201,Eskimo Curlew,Numenius borealis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
202,Hudsonian Curlew,Numenius hudsonicus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
203,Long-billed Curlew,Numenius americanus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
204,Upland Sandpiper,Bartramia longicauda,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
205,Greater Yellowlegs,Tringa melanoleuca,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
206,Lesser Yellowlegs,Tringa flavipes,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
207,Solitary Sandpiper,Tringa solitaria,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
208,Spotted Sandpiper,Tringa macularia,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
209,Wandering Tattler,Tringa incana,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
210,Willet,Catoptrophorus semipalmatus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
211,Ruddy Turnstone,Arenaria interpres,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
212,Black Turnstone,Arenaria melanocephala,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
213,Short-billed Dowitcher,Limnodromus griseus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
214,Long-billed Dowitcher,Limnodromus scolopaceus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
215,Surfbird,Aphriza virgata,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
216,Great Knot,Calidris tenuirostris,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
217,Red Knot,Calidris canutus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
218,Sanderling,Calidris alba,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
219,Semipalmated Sandpiper,Calidris pusilla,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
220,Western Sandpiper,Calidris mauri,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
221,Least Sandpiper,Calidris minutilla,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
222,White-rumped Sandpiper,Calidris fuscicollis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
223,Baird's Sandpiper,Calidris bairdii,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
224,Pectoral Sandpiper,Calidris melanotos,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
225,Purple Sandpiper,Calidris maritima,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
226,Rock Sandpiper,Calidris ptilocnemis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
227,Dunlin,Calidris alpina,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
228,Stilt Sandpiper,Micropalama himantopus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
229,Buff-breasted Sandpiper,Tryngites subruficollis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
230,Ruff,Philomachus pugnax,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
231,Wilson's Phalarope,Phalaropus tricolor,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
232,Red-necked Phalarope,Phalaropus lobatus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
233,Red Phalarope,Phalaropus fulicaria,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊScolopacidae,,,
234,Northern Jacana,Jacana spinosa,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊJacanidae,,,
235,Black Oystercatcher,Haematopus bachmani,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊCharadriidae,,,
236,American Oystercatcher,Haematopus palliatus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊCharadriidae,,,
237,Black-necked Stilt,Himantopus mexicanus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊCharadriidae,,,
238,American Avocet,Recurvirostra americana,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊCharadriidae,,,
239,European Golden-Plover,Pluvialis apricaria,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊCharadriidae,,,
240,Pacific Golden-Plover,Pluvialis fulva,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊCharadriidae,,,
241,American Golden-Plover,Pluvialis dominica,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊCharadriidae,,,
242,Grey Plover,Pluvialis squatarola,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊCharadriidae,,,
243,Common Ringed Plover,Charadrius hiaticula,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊCharadriidae,,,
244,Semipalmated Plover,Charadrius semipalmatus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊCharadriidae,,,
245,Wilson's Plover,Charadrius wilsonia,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊCharadriidae,,,
246,Killdeer,Charadrius vociferus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊCharadriidae,,,
247,Piping Plover,Charadrius melodus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊCharadriidae,,,
248,Kentish Plover,Charadrius alexandrinus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊCharadriidae,,,
249,Collared Plover,Charadrius collaris,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊCharadriidae,,,
250,Mountain Plover,Charadrius montanus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊCharadriidae,,,
251,Long-tailed Jaeger,Stercorarius longicaudus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
252,Parasitic Jaeger,Stercorarius parasiticus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
253,Pomarine Jaeger,Stercorarius pomarinus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
254,Great Skua,Stercorarius skua,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
255,South Polar Skua,Stercorarius maccormicki,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
256,Black Skimmer,Rynchops niger,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
257,Band-tailed Gull,Larus belcheri,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
258,Heermann's Gull,Larus heermanni,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
259,Common Gull,Larus canus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
260,Mew Gull,Larus brachyrhynchus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
261,Ring-billed Gull,Larus delawarensis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
262,California Gull,Larus californicus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
263,Great Black-backed Gull,Larus marinus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
264,Kelp Gull,Larus dominicanus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
265,Glaucous-winged Gull,Larus glaucescens,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
266,Western Gull,Larus occidentalis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
267,Yellow-footed Gull,Larus livens,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
268,Glaucous Gull,Larus hyperboreus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
269,Iceland Gull,Larus glaucoides,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
270,Herring Gull,Larus argentatus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
271,Lesser Black-backed Gull,Larus fuscus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
272,Black-headed Gull,Larus ridibundus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
273,Bonaparte's Gull,Larus philadelphia,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
274,Laughing Gull,Larus atricilla,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
275,Franklin's Gull,Larus pipixcan,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
276,Little Gull,Larus minutus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
277,Ivory Gull,Pagophila eburnea,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
278,Sabine's Gull,Xema sabini,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
279,Black-legged Kittiwake,Rissa tridactyla,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
280,Gull-billed Tern,Sterna nilotica,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
281,Caspian Tern,Sterna caspia,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
282,Royal Tern,Sterna maxima,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
283,Elegant Tern,Sterna elegans,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
284,Sandwich Tern,Sterna sandvicensis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
285,Roseate Tern,Sterna dougallii,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
286,Common Tern,Sterna hirundo,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
287,Arctic Tern,Sterna paradisaea,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
288,Forster's Tern,Sterna forsteri,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
289,Least Tern,Sterna antillarum,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
290,Bridled Tern,Sterna anaethetus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
291,Sooty Tern,Sterna fuscata,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
292,Whiskered Tern,Chlidonias hybridus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
293,Black Tern,Chlidonias niger,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
294,Brown Noddy,Anous stolidus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
295,Black Noddy,Anous minutus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
296,Dovekie,Alle alle,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
297,Common Murre,Uria aalge,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
298,Thick-billed Murre,Uria lomvia,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
299,Razorbill,Alca torda,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
300,Black Guillemot,Cepphus grylle,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
301,Pigeon Guillemot,Cepphus columba,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
302,Marbled Murrelet,Brachyramphus marmoratus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
303,Xantus's Murrelet,Synthliboramphus hypoleucus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
304,Craveri's Murrelet,Synthliboramphus craveri,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
305,Ancient Murrelet,Synthliboramphus antiquus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
306,Cassin's Auklet,Ptychoramphus aleuticus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
307,Parakeet Auklet,Cyclorrhynchus psittacula,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
308,Rhinoceros Auklet,Cerorhinca monocerata,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
309,Atlantic Puffin,Fratercula arctica,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
310,Horned Puffin,Fratercula corniculata,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
311,Tufted Puffin,Fratercula cirrhata,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊLaridae,,,
312,Osprey,Pandion haliaetus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
313,Hook-billed Kite,Chondrohierax uncinatus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
314,Swallow-tailed Kite,Elanoides forficatus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
315,White-tailed Kite,Elanus leucurus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
316,Snail Kite,Rostrhamus sociabilis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
317,Mississippi Kite,Ictinia mississippiensis,Breeding endemic,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
318,Bald Eagle,Haliaeetus leucocephalus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
319,American Harrier,Circus hudsonius,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
320,Sharp-shinned Hawk,Accipiter striatus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
321,Cooper's Hawk,Accipiter cooperii,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
322,Northern Goshawk,Accipiter gentilis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
323,Common Black-Hawk,Buteogallus anthracinus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
324,Harris's Hawk,Parabuteo unicinctus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
325,Grey Hawk,Buteo plagiatus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
326,Red-shouldered Hawk,Buteo lineatus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
327,Broad-winged Hawk,Buteo platypterus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
328,Short-tailed Hawk,Buteo brachyurus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
329,Swainson's Hawk,Buteo swainsoni,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
330,White-tailed Hawk,Buteo albicaudatus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
331,Zone-tailed Hawk,Buteo albonotatus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
332,Red-tailed Hawk,Buteo jamaicensis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
333,Ferruginous Hawk,Buteo regalis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
334,Rough-legged Hawk,Buteo lagopus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
335,Golden Eagle,Aquila chrysaetos,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAccipitridae,,,
336,Collared Forest-Falcon,Micrastur semitorquatus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊFalconidae,,,
337,Crested Caracara,Caracara cheriway,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊFalconidae,,,
338,Yellow-headed Caracara,Milvago chimachima,Introduced species,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊFalconidae,,,
339,American Kestrel,Falco sparverius,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊFalconidae,,,
340,Merlin,Falco columbarius,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊFalconidae,,,
341,Gyrfalcon,Falco rusticolus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊFalconidae,,,
342,Prairie Falcon,Falco mexicanus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊFalconidae,,,
343,Peregrine Falcon,Falco peregrinus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊFalconidae,,,
358,African Darter,Anhinga rufa,Introduced species,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAnhingidae,0,1,
378,White Ibis,Eudocimus albus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊThreskiornithidae,,,
379,Glossy Ibis,Plegadis falcinellus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊThreskiornithidae,,,
380,White-faced Ibis,Plegadis chihi,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊThreskiornithidae,,,
381,Sacred Ibis,Threskiornis aethiopicus,Introduced species,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊThreskiornithidae,,,
382,Roseate Spoonbill,Ajaia ajaja,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊThreskiornithidae,,,
383,Pink-backed Pelican,Pelecanus rufescens,Introduced species,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊPelecanidae,0,1,
386,Black Vulture,Coragyps atratus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊCiconiidae,,,
